enroll_id,enroll_date,course_category,course_name,learning_mode,customer_type,seats,price_per_seat,total_amount,lead_source,satisfaction,completed
ENR00269,2024-03-21,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.4,สำเร็จ
ENR01350,2025-11-01,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,Facebook,4.8,สำเร็จ
ENR00522,2025-04-28,Excel,Excel Dashboard,Onsite,องค์กร,1,4900,4900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00342,2025-01-08,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,,3.9,สำเร็จ
ENR00914,2025-02-06,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,3,4500,13500,TikTok,4.3,ไม่สำเร็จ
ENR00947,2025-07-07,AI Tools,AI Automation,Online Live,องค์กร,1,5900,5900,Google Search,4.8,สำเร็จ
ENR01217,2024-05-05,AI Tools,AI Automation,Online Live,องค์กร,10,5900,53100,Facebook,4.7,สำเร็จ
ENR00360,2024-08-15,Power BI,Power BI Desktop,Online Live,องค์กร,1,5500,5500,,4.3,สำเร็จ
ENR00344,2025-11-04,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,LINE OA,4.6,สำเร็จ
ENR00865,2024-05-04,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.2,สำเร็จ
ENR00095,2025-09-05,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,องค์กรส่งมา,4.5,สำเร็จ
ENR01377,2025-04-28,AI Tools,AI Automation,Online Live,องค์กร,5,5900,26550,LINE OA,4.4,สำเร็จ
ENR01253,2025-04-06,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,Facebook,4.3,สำเร็จ
ENR00287,2025-02-06,AI Tools,ChatGPT for Work,E-Learning,องค์กร,5,3120,14040,องค์กรส่งมา,5,สำเร็จ
ENR00379,2025-11-21,Python,Machine Learning,Onsite,องค์กร,2,8900,17800,องค์กรส่งมา,5,สำเร็จ
ENR00205,2024-05-24,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,TikTok,5,สำเร็จ
ENR00191,2024-08-15,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,LINE OA,4.4,สำเร็จ
ENR00518,2024-01-22,Office,PowerPoint Design,Online Live,องค์กร,2,3200,6400,Google Search,4.1,สำเร็จ
ENR00566,2024-11-24,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,Google Search,4.3,สำเร็จ
ENR00520,2024-07-01,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00707,2024-06-07,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00516,2024-07-29,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,Facebook,4.1,สำเร็จ
ENR01129,2025-02-11,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,องค์กรส่งมา,4.4,สำเร็จ
ENR00240,2024-08-07,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,LINE OA,4.7,สำเร็จ
ENR00937,2024-11-09,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,3,5500,16500,Facebook,4.2,ไม่สำเร็จ
ENR01475,2024-11-09,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,TikTok,4.4,สำเร็จ
ENR00207,2025-04-19,Python,Machine Learning,E-Learning,บุคคลทั่วไป,2,7120,14240,Facebook,4.4,สำเร็จ
ENR00438,2025-02-25,Power BI,Power BI Desktop,Onsite,องค์กร,5,5500,24750,LINE OA,4.6,สำเร็จ
ENR00849,2025-10-28,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,2,5500,11000,เพื่อนแนะนำ,4.8,สำเร็จ
ENR01036,2025-05-03,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,LINE OA,3.9,สำเร็จ
ENR00890,2025-06-10,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,TikTok,4.8,สำเร็จ
ENR01402,2025-08-22,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,Google Search,4.7,สำเร็จ
ENR00603,2024-10-03,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,2,3920,7840,Google Search,3.5,สำเร็จ
ENR00054,2024-07-22,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,3,3900,11700,เพื่อนแนะนำ,4.5,สำเร็จ
ENR01300,2024-11-25,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,4.3,สำเร็จ
ENR01431,2025-03-22,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00426,2025-12-02,SQL,SQL for Data Analyst,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,4.6,สำเร็จ
ENR00577,2025-09-18,Excel,Excel Dashboard,Onsite,องค์กร,2,4900,9800,องค์กรส่งมา,4.5,ไม่สำเร็จ
ENR01191,2025-07-08,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,TikTok,4.5,สำเร็จ
ENR00105,2025-12-12,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,2,3920,7840,TikTok,4.1,สำเร็จ
ENR00556,2025-01-16,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,Google Search,4.1,สำเร็จ
ENR00685,2025-09-20,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,TikTok,4.6,สำเร็จ
ENR00537,2024-04-15,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00563,2024-01-15,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00965,2025-12-29,SQL,SQL for Data Analyst,E-Learning,องค์กร,1,4400,4400,องค์กรส่งมา,3.9,สำเร็จ
ENR00335,2025-08-10,AI Tools,AI Automation,E-Learning,บุคคลทั่วไป,2,4720,9440,Facebook,3.8,ไม่สำเร็จ
ENR00897,2024-08-30,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,3,5900,17700,TikTok,4.7,สำเร็จ
ENR01025,2024-08-19,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,TikTok,5,ไม่สำเร็จ
ENR00297,2024-12-03,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,2,5900,11800,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00814,2024-03-18,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00785,2024-08-26,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,Google Search,4.1,สำเร็จ
ENR00190,2025-05-27,Office,Word Professional,E-Learning,บุคคลทั่วไป,2,2320,4640,LINE OA,5,สำเร็จ
ENR01010,2024-05-11,AI Tools,AI Automation,Onsite,องค์กร,5,5900,26550,TikTok,4.9,ไม่สำเร็จ
ENR01159,2025-09-10,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,3.8,สำเร็จ
ENR01204,2024-10-02,Excel,Excel Basic,Onsite,บุคคลทั่วไป,2,3500,7000,LINE OA,4.5,ไม่สำเร็จ
ENR01042,2025-08-07,Python,Machine Learning,Onsite,บุคคลทั่วไป,2,8900,17800,Google Search,4.6,ไม่สำเร็จ
ENR01473,2024-10-27,Power BI,Power BI Desktop,Onsite,องค์กร,2,5500,11000,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00149,2024-03-25,Office,Word Professional,Onsite,บุคคลทั่วไป,2,2900,5800,Facebook,4.8,สำเร็จ
ENR00829,2025-05-03,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.3,สำเร็จ
ENR00227,2024-03-25,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,4.0,สำเร็จ
ENR00778,2024-12-19,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00299,2024-10-18,Office,PowerPoint Design,E-Learning,บุคคลทั่วไป,1,2560,2560,LINE OA,4.6,สำเร็จ
ENR01370,2024-05-07,Python,Python for Beginner,Onsite,องค์กร,5,5900,26550,องค์กรส่งมา,4.6,ไม่สำเร็จ
ENR00749,2025-11-21,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,TikTok,4.5,สำเร็จ
ENR00983,2024-10-22,Power BI,Power BI Desktop,E-Learning,องค์กร,5,4400,19800,Google Search,4.7,สำเร็จ
ENR00087,2024-01-28,Power BI,Power BI Desktop,Onsite,องค์กร,10,5500,49500,Facebook,4.2,สำเร็จ
ENR01219,2025-02-25,SQL,SQL for Data Analyst,Online Live,องค์กร,5,5500,24750,องค์กรส่งมา,3.8,สำเร็จ
ENR00420,2025-10-04,Python,Machine Learning,Onsite,บุคคลทั่วไป,2,8900,17800,Google Search,4.4,สำเร็จ
ENR01420,2025-01-22,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00500,2024-12-26,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,3,3200,9600,Facebook,4.5,สำเร็จ
ENR01323,2024-08-31,SQL,SQL Fundamentals,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,4.4,สำเร็จ
ENR01131,2025-10-12,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,Facebook,4.6,สำเร็จ
ENR00316,2024-08-09,Excel,Excel Dashboard,Onsite,องค์กร,10,4900,44100,องค์กรส่งมา,4.2,สำเร็จ
ENR00460,2024-12-12,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,LINE OA,5.0,ไม่สำเร็จ
ENR00686,2024-02-08,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,LINE OA,4.9,สำเร็จ
ENR01323,2024-08-31,SQL,SQL Fundamentals,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,4.4,สำเร็จ
ENR01133,2025-12-23,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,3.9,สำเร็จ
ENR00014,2024-05-19,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,Facebook,4.7,สำเร็จ
ENR00241,2024-04-26,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,2,5500,11000,TikTok,4.2,สำเร็จ
ENR00723,2025-09-27,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,Google Search,4.3,สำเร็จ
ENR00017,2024-02-28,Office,Word Professional,E-Learning,องค์กร,5,2320,10440,Facebook,4.4,ไม่สำเร็จ
ENR01194,2025-07-05,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,LINE OA,5,สำเร็จ
ENR00510,2025-06-12,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,,สำเร็จ
ENR00751,2024-10-31,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,LINE OA,4.2,สำเร็จ
ENR01242,2025-03-13,Excel,Excel Dashboard,Onsite,องค์กร,1,4900,4900,องค์กรส่งมา,3.2,สำเร็จ
ENR01269,2025-10-07,Power BI,DAX Formula,Onsite,องค์กร,1,5900,5900,Facebook,3.9,สำเร็จ
ENR01345,2025-07-06,Office,Word Professional,Online Live,องค์กร,1,2900,2900,Facebook,4.4,สำเร็จ
ENR00660,2024-07-22,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,Google Search,4.7,สำเร็จ
ENR00317,2025-04-11,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,3,3200,9600,LINE OA,3.3,สำเร็จ
ENR00053,2025-12-06,Office,Word Professional,E-Learning,บุคคลทั่วไป,1,2320,2320,Google Search,3.9,สำเร็จ
ENR01132,2025-09-24,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,TikTok,3.8,สำเร็จ
ENR01364,2025-02-19,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.7,ไม่สำเร็จ
ENR00743,2025-06-11,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,2,4900,9800,Facebook,4.1,สำเร็จ
ENR01317,2025-10-29,Office,Word Professional,Onsite,บุคคลทั่วไป,2,2900,5800,LINE OA,4.3,สำเร็จ
ENR00807,2024-09-18,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,LINE OA,4.9,สำเร็จ
ENR00044,2024-02-10,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,2,3600,7200,TikTok,4.1,สำเร็จ
ENR00601,2025-07-23,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Google Search,4.5,สำเร็จ
ENR00557,2025-08-15,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,Facebook,4.3,ไม่สำเร็จ
ENR01313,2025-04-06,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,Facebook,5.0,สำเร็จ
ENR00804,2025-06-21,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,3,5900,17700,Facebook,,สำเร็จ
ENR01047,2024-03-03,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00697,2025-08-04,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.7,สำเร็จ
ENR00423,2025-05-03,AI Tools,ChatGPT for Work,E-Learning,องค์กร,1,3120,3120,องค์กรส่งมา,4.4,สำเร็จ
ENR00239,2024-07-17,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.8,สำเร็จ
ENR00434,2025-06-06,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,Facebook,4.7,สำเร็จ
ENR00758,2024-02-20,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,3.9,ไม่สำเร็จ
ENR01266,2025-10-22,Python,Python for Beginner,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.5,สำเร็จ
ENR00029,2024-03-24,Office,Word Professional,E-Learning,องค์กร,3,2320,6960,LINE OA,4.1,สำเร็จ
ENR01152,2025-09-09,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Facebook,4.1,สำเร็จ
ENR01486,2024-06-09,Excel,Excel Dashboard,Onsite,องค์กร,1,4900,4900,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00874,2025-08-17,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,TikTok,4.8,สำเร็จ
ENR01065,2024-09-09,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Google Search,4.2,สำเร็จ
ENR00161,2025-09-15,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.9,ไม่สำเร็จ
ENR00591,2024-01-12,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,3.4,สำเร็จ
ENR00019,2024-09-27,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Facebook,4.7,ไม่สำเร็จ
ENR00319,2025-12-11,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,TikTok,4.2,สำเร็จ
ENR00211,2024-12-08,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,2,5900,11800,Google Search,4.1,สำเร็จ
ENR00153,2024-11-19,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,4.1,สำเร็จ
ENR00216,2024-10-03,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,3,3900,11700,TikTok,4.9,สำเร็จ
ENR00876,2024-09-01,SQL,SQL Fundamentals,E-Learning,องค์กร,1,3920,3920,เพื่อนแนะนำ,3.8,สำเร็จ
ENR01171,2024-11-21,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.3,สำเร็จ
ENR01497,2024-03-22,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,3,2800,8400,Google Search,5,สำเร็จ
ENR01464,2025-05-03,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,TikTok,4.5,สำเร็จ
ENR00445,2025-12-30,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,TikTok,3.8,สำเร็จ
ENR01058,2025-10-16,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,3,6900,20700,TikTok,4.8,สำเร็จ
ENR01175,2024-03-02,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,2,5500,11000,LINE OA,4.6,สำเร็จ
ENR00065,2025-11-21,Excel,Excel Advanced,Online Live,องค์กร,1,4500,4500,องค์กรส่งมา,4.9,สำเร็จ
ENR01395,2025-02-06,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,3.9,สำเร็จ
ENR00824,2025-01-02,SQL,SQL for Data Analyst,Onsite,องค์กร,5,5500,24750,,4.6,สำเร็จ
ENR01306,2024-09-02,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01472,2024-10-14,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.7,สำเร็จ
ENR00450,2024-07-16,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Google Search,,สำเร็จ
ENR00408,2024-10-25,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,Google Search,4.9,สำเร็จ
ENR01322,2024-07-23,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,LINE OA,4.0,สำเร็จ
ENR00896,2025-01-13,AI Tools,AI Automation,E-Learning,บุคคลทั่วไป,1,4720,4720,Google Search,4.7,สำเร็จ
ENR01329,2024-12-12,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,5,สำเร็จ
ENR00970,2024-01-19,Excel,Excel Dashboard,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,4.6,สำเร็จ
ENR00200,2025-12-10,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,LINE OA,4.1,สำเร็จ
ENR00988,2025-02-20,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00944,2024-12-28,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,Facebook,4.2,สำเร็จ
ENR00888,2024-05-05,AI Tools,ChatGPT for Work,Online Live,องค์กร,1,3900,3900,องค์กรส่งมา,4.6,สำเร็จ
ENR01398,2024-12-04,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,TikTok,4.4,ไม่สำเร็จ
ENR00251,2025-01-26,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,3.5,สำเร็จ
ENR00718,2025-03-03,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,LINE OA,5,สำเร็จ
ENR00330,2024-02-03,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Facebook,4.1,สำเร็จ
ENR01121,2025-06-06,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,Google Search,4.3,สำเร็จ
ENR01189,2024-07-31,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,3,4720,14160,Facebook,4.7,สำเร็จ
ENR00868,2024-08-22,Excel,Excel Dashboard,Online Live,องค์กร,3,4900,14700,เพื่อนแนะนำ,4.7,ไม่สำเร็จ
ENR01072,2025-04-11,Excel,Excel Basic,Onsite,บุคคลทั่วไป,3,3500,10500,Facebook,3.7,สำเร็จ
ENR01070,2025-02-14,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,LINE OA,4.0,สำเร็จ
ENR01044,2024-12-03,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,3.5,ไม่สำเร็จ
ENR01451,2024-02-21,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,3.7,สำเร็จ
ENR01460,2024-04-27,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,5,สำเร็จ
ENR00836,2024-06-20,Python,Python for Beginner,Online Live,บุคคลทั่วไป,3,5900,17700,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00284,2025-10-21,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.1,สำเร็จ
ENR01347,2025-05-17,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,3,2800,8400,Google Search,4.6,สำเร็จ
ENR00274,2024-08-19,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,TikTok,3.6,สำเร็จ
ENR00631,2025-04-09,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,Facebook,4.7,สำเร็จ
ENR00115,2025-01-05,Python,Python for Beginner,Onsite,บุคคลทั่วไป,2,5900,11800,เพื่อนแนะนำ,4.7,สำเร็จ
ENR00548,2024-05-16,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.8,สำเร็จ
ENR01239,2024-03-19,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,3.8,สำเร็จ
ENR00467,2025-09-22,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,Facebook,3.8,สำเร็จ
ENR01415,2024-02-16,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,2,5500,11000,LINE OA,4.3,สำเร็จ
ENR00860,2025-07-23,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,TikTok,3.9,สำเร็จ
ENR00232,2025-10-27,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,LINE OA,4.4,ไม่สำเร็จ
ENR00799,2024-01-24,Power BI,Power BI Desktop,Onsite,องค์กร,3,5500,16500,องค์กรส่งมา,3.8,สำเร็จ
ENR00482,2025-10-06,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.4,สำเร็จ
ENR00866,2025-04-18,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01324,2024-10-29,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,3,3120,9360,Google Search,4.4,ไม่สำเร็จ
ENR00212,2024-04-23,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,4.4,สำเร็จ
ENR00973,2025-09-07,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,3,5900,17700,LINE OA,4.3,สำเร็จ
ENR00737,2024-01-05,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,3,3200,9600,LINE OA,4.7,สำเร็จ
ENR00495,2025-07-27,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.2,สำเร็จ
ENR00117,2024-07-25,Power BI,Power BI Desktop,Online Live,องค์กร,10,5500,49500,TikTok,4.7,สำเร็จ
ENR01111,2025-08-17,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,Google Search,4.2,สำเร็จ
ENR01181,2025-02-17,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,1,3200,3200,Facebook,4.9,สำเร็จ
ENR00704,2024-07-13,Python,Python for Beginner,Onsite,องค์กร,10,5900,53100,องค์กรส่งมา,4.5,สำเร็จ
ENR00064,2025-10-18,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,Google Search,4.4,สำเร็จ
ENR00726,2024-05-29,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,Facebook,4.1,สำเร็จ
ENR00168,2025-10-22,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,3,5520,16560,Google Search,4.7,สำเร็จ
ENR00599,2025-02-06,Office,Word Professional,Onsite,องค์กร,1,2900,2900,LINE OA,4.4,สำเร็จ
ENR00220,2025-04-14,Excel,Excel Advanced,Onsite,องค์กร,10,4500,40500,องค์กรส่งมา,3.9,สำเร็จ
ENR00719,2025-09-30,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00781,2025-11-26,Excel,Excel Dashboard,Online Live,องค์กร,1,4900,4900,Google Search,4.7,สำเร็จ
ENR01419,2025-06-16,Excel,Excel Dashboard,Online Live,องค์กร,5,4900,22050,องค์กรส่งมา,4.2,ไม่สำเร็จ
ENR00619,2024-09-16,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,Facebook,4.6,สำเร็จ
ENR00127,2024-02-23,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,4.1,สำเร็จ
ENR00687,2025-06-07,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,2,5500,11000,TikTok,4.6,สำเร็จ
ENR01433,2025-01-04,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,4.8,สำเร็จ
ENR01115,2025-06-22,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.3,สำเร็จ
ENR00788,2024-09-15,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,3,5900,17700,LINE OA,3.8,สำเร็จ
ENR01067,2025-12-11,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,องค์กรส่งมา,4.3,สำเร็จ
ENR01379,2024-08-03,SQL,SQL Fundamentals,Online Live,องค์กร,1,4900,4900,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00538,2024-11-26,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,LINE OA,4.7,สำเร็จ
ENR00009,2025-06-16,AI Tools,AI Automation,Onsite,องค์กร,1,5900,5900,องค์กรส่งมา,4.2,สำเร็จ
ENR01454,2024-12-05,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.3,สำเร็จ
ENR00261,2024-01-17,SQL,SQL Fundamentals,Onsite,องค์กร,5,4900,22050,Google Search,5.0,สำเร็จ
ENR00405,2024-07-09,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,TikTok,4.5,สำเร็จ
ENR00050,2024-07-16,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Facebook,4.1,สำเร็จ
ENR00147,2024-04-29,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,2,3120,6240,LINE OA,4.1,สำเร็จ
ENR00555,2025-08-17,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,1,3200,3200,Facebook,4.4,สำเร็จ
ENR01270,2024-04-07,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,3,6900,20700,Google Search,5,สำเร็จ
ENR00104,2025-01-11,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,3,4720,14160,Facebook,4.0,สำเร็จ
